0,1,2
0.022923341,0.3343182,0.00057849963
0.542959,0.08566955,0.00475701
0.10663058,0.52358216,0.0016857304
0.0062018475,0.11699736,2.212529e-05
0.018552719,0.23787412,0.012697028
2.8683691e-05,0.00036426523,0.059893653
0.002031888,0.761716,0.00019980018
0.0053088707,0.0012892951,0.016400317
0.012992633,6.462159e-05,0.19304127
1.8537441e-05,2.168081e-06,0.018663816
1.0718122e-08,0.0026561562,0.04069718
0.0020500438,0.014980753,0.021761293
0.067261875,0.0071257595,0.03536764
8.382345e-05,0.0034280806,0.04568664
0.0005494129,0.002551553,0.007856469
0.004037865,0.83253443,3.9248366e-07
0.0009785164,0.0055782166,0.031868387
0.31768706,0.0233771,0.040757887
0.00034340817,0.87610066,0.00028587395
4.8675483e-05,3.6689084e-07,0.25980002
0.0020338392,8.706386e-05,0.59755355
0.19227175,0.1519693,0.13176474
0.11391259,0.04330411,0.10208545
0.009666029,0.011990064,0.04232698
0.19243984,0.17703749,0.023659129
0.031999655,0.043519475,0.39885628
0.18952781,0.010715107,0.3838844
0.022253439,0.0018227537,0.17063656
7.9344125e-07,0.30226883,0.00015717707
1.7858434e-05,0.04419171,0.43580925
0.00033294977,0.008556846,0.018119112
7.206727e-06,0.00082064414,0.09465596
0.00013784115,0.0009452268,0.76867634
1.2066245e-05,0.0002342881,0.702648
5.667763e-06,0.65805185,0.00074405374
0.04672428,0.0012169965,0.08494933
0.14808683,0.23794273,0.078628756
0.019827748,1.4665919e-05,0.16592799
0.04804208,0.0005037311,0.016598081
0.41007042,0.00078406953,0.53881896
1.7655632e-08,0.0067217187,0.58018863
0.00036301496,6.286036e-05,0.16994648
0.00011991295,0.6281086,5.773715e-05
0.00026054963,0.013475462,0.08312222
0.32616436,0.0010226833,0.32208252
1.2593499e-05,0.45755598,0.00016505254
3.4081536e-06,0.00028324453,0.8763229
0.9972218,0.0017461418,0.0023843437
0.065256305,0.06222995,0.22199656
0.8285293,0.019846685,0.40304875
0.004712537,0.1773811,0.06376328
1.3146164e-05,0.6978634,4.6411033e-06
2.1427511e-05,0.0072900644,0.88740206
0.020538045,0.012202741,7.3390474e-06
0.00039609935,0.24778107,0.18253428
0.00012865296,0.03752341,0.18978643
0.7505042,0.0008544649,0.08640613
0.23093636,0.04892672,0.0018219869
3.0755764e-05,0.92524153,0.0011995232
0.0001339328,0.7787831,7.8648696e-07
0.09929437,0.005143909,2.1340698e-05
1.6983462e-05,0.0038348963,0.012985608
0.00068290957,0.7800622,0.0005438554
0.03573955,0.124453455,0.45979655
0.130256,0.061219875,0.30859956
