0,1,2
2.5123358e-05,0.00033324957,0.54968095
3.0994415e-06,0.08403194,0.029636562
1.4722347e-05,0.029216945,0.00067183375
0.00019809604,0.78003085,5.596876e-05
0.00046166778,0.7113087,0.00011250377
3.3676624e-06,0.9080763,1.1324883e-06
0.035493076,0.030824244,0.024692714
0.0014977753,0.0033203065,0.6872547
0.0017844737,6.151199e-05,0.6054943
0.31941026,0.00023701787,0.24042025
0.00046753883,0.013819188,0.022636235
0.0009686649,0.00087082386,0.056599915
9.6708536e-05,0.14551812,1.5556812e-05
0.00033843517,0.00016757846,0.6565688
0.00010082126,0.0014870167,0.31188887
4.1633844e-05,0.0025888085,0.18156356
0.00017940998,0.19875783,0.000104904175
0.00092983246,0.17506346,0.0009377599
0.0018334389,0.00011566281,0.93890166
1.1920929e-05,0.51444465,0.0006224215
0.0030883253,4.827976e-06,0.9893013
5.6684017e-05,0.00023368001,0.18090034
0.009838551,3.5464764e-05,0.9323756
0.8610209,0.00010159612,0.15630874
0.007558048,0.006371051,0.07746178
0.006919086,0.0134342015,0.036403477
0.003202647,0.0020948648,0.15614554
0.0059874356,0.019690365,0.020681709
0.02514103,0.01499182,0.018571317
0.008803785,0.055133045,0.0034059882
0.00019592047,0.0010918081,0.03246221
5.376339e-05,3.8087368e-05,0.5569833
0.0010639727,0.3957371,3.0457973e-05
0.0001475513,0.00111714,0.53881085
6.583333e-05,0.0045787394,0.02339974
0.00016874075,0.04510337,0.0094258785
8.85129e-06,0.0010757148,0.052559793
7.7039e-05,0.00053438544,0.60809046
0.13562542,0.052824706,0.0010783672
0.00011745095,0.00030609965,0.05086404
0.0018925369,0.0007712245,0.035203636
0.00018507242,0.0008740127,0.5492533
0.00012555718,9.012222e-05,0.15865302
2.7626753e-05,0.778514,7.748604e-07
0.00018206239,0.0014888048,0.007863075
0.05691272,0.09761578,0.0007824302
0.065933764,0.03997314,0.0006175041
0.08236459,0.0032901466,0.08407828
6.8068504e-05,6.502867e-05,0.17372772
0.00039994717,1.5795231e-06,0.99114585
0.0010071099,9.292364e-05,0.6120145
0.009622693,0.75797033,6.696582e-05
1.9192696e-05,0.00016856194,0.024660856
7.778406e-05,0.2433629,4.172325e-06
8.285046e-06,0.013941407,0.0037728846
4.544854e-05,0.9272996,4.7683716e-07
1.3887882e-05,7.981062e-05,0.18071002
0.0011868179,0.01660955,0.0018046498
2.56598e-05,0.2781183,0.00010693073
1.3411045e-05,0.00011476874,0.19846588
6.2584877e-07,0.069702506,7.9751015e-05
0.00013419986,0.0001244843,0.6014783
2.2858381e-05,0.29069954,3.427267e-06
0.0001771748,0.0032497346,0.0025680363
0.000575155,4.8607588e-05,0.8144388
0.0074892044,0.004854083,0.0028073788
0.10362685,5.066395e-07,0.9993415
0.0007299483,0.0159581,0.006992787
1.1593103e-05,0.5414455,1.7881393e-07
0.00023552775,0.08852121,0.0013704598
0.00041741133,0.0047748387,0.9295481
9.834766e-07,0.007465631,0.25198
9.775162e-05,0.95332325,2.682209e-07
1.30832195e-05,0.014819294,0.00889653
9.983778e-06,0.508615,7.033348e-06
8.639693e-05,7.56979e-06,0.9836252
1.9073486e-05,0.056372046,3.1232834e-05
0.00929755,0.00013378263,0.41270548
0.0004158318,0.05285576,0.006032318
2.3305416e-05,0.8812418,1.6331673e-05
0.00013574958,0.542027,8.6814165e-05
0.0011018217,0.047180563,0.0026934147
6.2286854e-06,0.00039473176,0.908887
4.7504902e-05,0.00022676587,0.14130774
0.0574452,0.23457408,0.010958314
0.0007606447,4.386902e-05,0.6374469
0.00018203259,5.2452087e-06,0.87757015
1.0371208e-05,3.4928322e-05,0.5150777
0.20809755,0.0085401535,0.000103354454
0.01645428,2.9802322e-06,0.9230004
0.00049340725,7.4744225e-05,0.96142375
0.00037014484,9.995699e-05,0.7676449
2.2888184e-05,6.723404e-05,0.5818867
0.00067025423,0.5831603,0.0001950264
0.00041273236,0.0014136732,0.4120736
0.00017398596,0.03217575,0.0062945783
0.00038090348,0.07819867,0.0054469407
0.006705731,0.018417627,0.025353968
0.23011482,0.00023245811,0.96148145
0.22221205,0.00021499395,0.96318126
0.42347452,0.0002618134,0.89846075
0.45686662,0.007373929,0.050723046
0.075045824,0.008818865,0.15115312
0.0023136735,0.00064626336,0.8804751
0.007801473,5.6028366e-06,0.9994192
0.19230524,0.032700658,0.007827789
0.6313436,0.00093606114,0.81554973
0.009493411,4.4703484e-07,0.99736094
0.9918438,1.3530254e-05,0.045554757
0.30765796,0.00044378638,0.3446611
0.0077738166,0.004978031,0.00018659234
0.006434709,0.00019749999,0.6412552
0.4505483,6.198883e-06,0.9998871
0.036224633,4.464388e-05,0.9921514
0.05243087,0.0014620721,0.0006502867
0.09745732,2.5063753e-05,0.9480786
0.76298636,5.8978796e-05,0.8682549
0.015432686,1.1920929e-06,0.99847007
0.006485015,1.090765e-05,0.8464182
0.0029858947,3.5762787e-07,0.999166
0.15097457,8.940697e-08,0.9993415
0.009240836,4.3332577e-05,0.8712702
0.077694476,0.0015910566,0.016192973
