0,DB01069,DB00757,1
1,DB00887,DB01410,1
2,DB00313,DB00395,1
3,DB01071,DB01171,1
4,DB01267,DB00422,1
5,DB02703,DB01410,1
6,DB01238,DB00998,1
7,DB00829,DB00455,1
8,DB02703,DB01100,1
9,DB01551,DB01589,1
10,DB00401,DB00590,1
11,DB01623,DB00575,1
12,DB00736,DB00783,-1
13,DB01014,DB00744,1
14,DB00806,DB00654,1
15,DB00968,DB00806,1
16,DB01545,DB00611,1
17,DB00402,DB00273,1
18,DB00547,DB00375,-1
19,DB00241,DB00181,1
20,DB00530,DB01259,1
21,DB01563,DB00231,1
22,DB00178,DB00887,1
23,DB01202,DB00962,1
24,DB00853,DB04817,1
25,DB00607,DB00356,-1
26,DB01177,DB00749,-1
27,DB00802,DB00813,1
28,DB00549,DB00991,-1
29,DB01236,DB00813,1
30,DB00967,DB00557,1
31,DB00489,DB01236,1
32,DB01595,DB00427,1
33,DB01195,DB00218,1
34,DB00367,DB01252,-1
35,DB00358,DB00230,-1
36,DB00986,DB00813,1
37,DB01440,DB00829,1
38,DB00747,DB00494,1
39,DB00521,DB00744,-1
40,DB01595,DB00593,1
41,DB01592,DB00859,-1
42,DB00230,DB00679,1
43,DB00433,DB02665,1
44,DB00387,DB00844,1
45,DB00651,DB00960,-1
46,DB00313,DB00755,-1
47,DB00202,DB02925,-1
48,DB00732,DB06694,1
49,DB00633,DB00434,1
50,DB01250,DB00278,1
51,DB04743,DB01024,1
52,DB00497,DB00191,1
53,DB00732,DB01708,1
54,DB00633,DB01175,1
55,DB00648,DB01018,-1
56,DB00177,DB00604,-1
57,DB00521,DB00938,-1
58,DB01173,DB00745,-1
59,DB00300,DB00575,-1
60,DB00494,DB01551,1
61,DB01239,DB02665,1
62,DB06802,DB00884,1
63,DB00690,DB00434,1
64,DB00980,DB00213,-1
65,DB00350,DB00178,1
66,DB01452,DB00434,1
67,DB00214,DB01016,-1
68,DB00918,DB00450,1
69,DB01236,DB00497,1
70,DB01544,DB00996,1
71,DB00697,DB00470,1
72,DB00647,DB00708,1
73,DB01296,DB00775,1
74,DB01132,DB00277,-1
75,DB00883,DB00489,1
76,DB00475,DB01081,1
77,DB00494,DB00273,1
78,DB00521,DB01274,-1
79,DB00712,DB00960,-1
80,DB00178,DB01224,1
81,DB00967,DB01202,1
82,DB00408,DB00427,1
83,DB00248,DB00315,1
84,DB00519,DB00492,1
85,DB01202,DB00338,1
86,DB01250,DB01044,1
87,DB00395,DB00490,1
88,DB01366,DB00988,1
89,DB01041,DB00996,1
90,DB00433,DB01156,-1
91,DB00679,DB01079,1
92,DB06288,DB00191,-1
93,DB00882,DB00672,1
94,DB00375,DB00991,-1
95,DB00818,DB00213,-1
96,DB00962,DB00543,1
97,DB00991,DB00796,1
98,DB00947,DB00531,1
99,DB01081,DB00880,1
100,DB00660,DB00697,1
101,DB00852,DB00668,1
102,DB01551,DB02665,1
103,DB01021,DB01252,-1
