0,1,2
DB00180,DB00158,0
DB00180,DB00190,0
DB01155,DB00699,0
DB01155,DB00713,0
DB00497,DB00379,0
DB00497,DB00417,0
DB00580,DB00356,0
DB00580,DB00358,0
DB00798,DB00351,0
DB00798,DB00358,0
DB01120,DB00339,0
DB01120,DB00341,0
DB01046,DB01022,0
DB01046,DB01030,0
DB00818,DB00784,0
DB00818,DB00798,0
DB00259,DB00724,0
DB00259,DB00776,0
DB00339,DB00967,0
DB00339,DB00980,0
DB00518,DB01006,0
DB00518,DB01009,0
DB00190,DB01410,0
DB00190,DB01544,0
DB00699,DB00802,0
DB00699,DB00820,0
DB00481,DB00231,0
DB00481,DB00245,0
DB00426,DB00394,0
DB00426,DB00395,0
DB00251,DB01216,0
DB00251,DB01217,0
DB00843,DB01106,0
DB00843,DB01126,0
DB01021,DB00426,0
DB01021,DB00485,0
DB00427,DB00943,0
DB00427,DB00947,0
DB01062,DB01029,0
DB01062,DB01033,0
DB00186,DB04835,0
DB00186,DB04876,0
DB00361,DB00481,0
DB00361,DB00485,0
DB00165,DB01194,0
DB00165,DB01195,0
DB00842,DB01171,0
DB00842,DB01177,0
DB00674,DB00605,0
DB00674,DB00712,0
DB00513,DB03783,0
DB00513,DB04574,0
DB00351,DB01262,0
DB00351,DB01274,0
DB00485,DB00455,0
DB00485,DB00499,0
DB00953,DB00603,0
DB00953,DB00699,0
DB01181,DB00770,0
DB01181,DB00775,0
DB00367,DB00593,0
DB00367,DB00599,0
DB00191,DB01296,0
DB00191,DB01406,0
DB00966,DB01454,0
DB00966,DB01576,0
DB01068,DB00426,0
DB01068,DB00445,0
DB00699,DB00921,0
DB00699,DB00928,0
DB00731,DB00518,0
DB00731,DB00519,0
DB00949,DB00445,0
DB00949,DB00485,0
DB00360,DB00990,0
DB00360,DB00991,0
DB00969,DB00521,0
DB00969,DB00523,0
DB00577,DB02300,0
DB00577,DB04574,0
DB01202,DB01216,0
DB01202,DB01217,0
DB00717,DB00297,0
DB00717,DB00305,0
DB00499,DB00713,0
DB00499,DB00714,0
DB00190,DB01184,0
DB00190,DB01186,0
DB01036,DB01009,0
DB01036,DB01016,0
DB00755,DB05109,0
DB00755,DB05265,0
DB01177,DB00245,0
DB01177,DB00251,0
DB00851,DB04845,0
DB00851,DB04876,0
DB00775,DB00784,0
DB00775,DB00798,0
DB00419,DB01126,0
DB00419,DB01127,0
DB00216,DB01280,0
DB00216,DB01559,0
